event,player,group,threshold,BetMGM,BetRivers,Bovada,DraftKings,ESPNBET,FanDuel,Fanatics,HardRockBet,best_book,best_odds,best_decimal,avg_other,value_ratio
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Threes,3,,,,,,,,200.0,HardRockBet,200.0,3.0,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Threes,5,,,,,,,,1100.0,HardRockBet,1100.0,12.0,,
Atlanta Hawks @ Utah Jazz,Brice Sensabaugh,Threes,7,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Assists,14,,,,,,2000.0,,,FanDuel,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Blocks,2,,,,574.0,,,,,DraftKings,574.0,6.74,,
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Points,35,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Points,40,,,5000.0,,,,,,Bovada,5000.0,51.0,,
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Steals,1,,,,-1460.0,,,,,DraftKings,-1460.0,1.0684931506849316,,
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Threes,4,,,,1820.0,,,,,DraftKings,1820.0,19.2,,
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Assists,14,,,,,,3500.0,,,FanDuel,3500.0,36.0,,
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Points,25,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Points,30,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Steals,1,,-157.0,,,,,,,BetRivers,-157.0,1.6369426751592355,,
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Steals,2,,275.0,,,,,,,BetRivers,275.0,3.75,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Assists,12,,,,,,,,1750.0,HardRockBet,1750.0,18.5,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Assists,3,,,,-1980.0,,,,,DraftKings,-1980.0,1.0505050505050506,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Blocks,1,,,,117.0,,,,,DraftKings,117.0,2.17,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Blocks,2,,,,630.0,,,,,DraftKings,630.0,7.3,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Points,10,,,,-2500.0,,,,,DraftKings,-2500.0,1.04,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Points,40,,,,,,,,3000.0,HardRockBet,3000.0,31.0,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Steals,1,,,,-379.0,,,,,DraftKings,-379.0,1.2638522427440633,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Steals,2,,,,118.0,,,,,DraftKings,118.0,2.1799999999999997,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Steals,3,,,,358.0,,,,,DraftKings,358.0,4.58,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Steals,4,,,,1120.0,,,,,DraftKings,1120.0,12.2,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Threes,4,,,,1580.0,,,,,DraftKings,1580.0,16.8,,
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Threes,5,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Assists,10,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Blocks,1,,-137.0,,,,,,,BetRivers,-137.0,1.72992700729927,,
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Points,30,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Steals,1,,-235.0,,,,,,,BetRivers,-235.0,1.425531914893617,,
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Steals,2,,188.0,,,,,,,BetRivers,188.0,2.88,,
Atlanta Hawks @ Utah Jazz,Keyonte George,Points,45,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Atlanta Hawks @ Utah Jazz,Keyonte George,Rebounds,10,,,2300.0,,,,,,Bovada,2300.0,24.0,,
Atlanta Hawks @ Utah Jazz,Keyonte George,Steals,3,,,,1040.0,,,,,DraftKings,1040.0,11.4,,
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Assists,6,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Points,30,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Rebounds,14,,,,,,2500.0,,,FanDuel,2500.0,26.0,,
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Steals,1,,-109.0,,,,,,,BetRivers,-109.0,1.9174311926605505,,
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Threes,4,,,,1500.0,,,,,DraftKings,1500.0,16.0,,
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Threes,5,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Assists,6,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Blocks,1,,123.0,,,,,,,BetRivers,123.0,2.23,,
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Points,50,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Steals,3,,,,1180.0,,,,,DraftKings,1180.0,12.8,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Assists,10,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Blocks,1,,102.0,,,,,,,BetRivers,102.0,2.02,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Double-Double,Yes,,,,,,,,10000.0,HardRockBet,10000.0,101.0,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Points,40,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Rebounds,10,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Rebounds,8,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Steals,1,,-195.0,,,,,,,BetRivers,-195.0,1.5128205128205128,,
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Steals,2,,225.0,,,,,,,BetRivers,225.0,3.25,,
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Assists,7,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Assists,8,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Points,35,,,,,,,,3000.0,HardRockBet,3000.0,31.0,,
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Threes,4,,,,1380.0,,,,,DraftKings,1380.0,14.8,,
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Threes,5,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Assists,7,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Points,30,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Rebounds,10,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Rebounds,8,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Steals,1,,-137.0,,,,,,,BetRivers,-137.0,1.72992700729927,,
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Points,10,,,,,,,,350.0,HardRockBet,350.0,4.5,,
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Points,15,,,,,,,,1750.0,HardRockBet,1750.0,18.5,,
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Points,20,,,,,,,,1500.0,HardRockBet,1500.0,16.0,,
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Rebounds,7,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Threes,1,,,,,,,,-170.0,HardRockBet,-170.0,1.5882352941176472,,
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Threes,2,,,,,,,,250.0,HardRockBet,250.0,3.5,,
Atlanta Hawks @ Utah Jazz,Walter Clayton Jr.,Threes,3,,,,,,,,750.0,HardRockBet,750.0,8.5,,
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Blocks,1,,128.0,,,,,,,BetRivers,128.0,2.2800000000000002,,
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Double-Double,Yes,,,,,,,,7500.0,HardRockBet,7500.0,76.0,,
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Points,35,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Rebounds,10,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Steals,1,,-177.0,,,,,,,BetRivers,-177.0,1.5649717514124295,,
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Steals,2,,245.0,,,,,,,BetRivers,245.0,3.45,,
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Threes,7,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Assists,5,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Blocks,1,,150.0,,,,,,,BetRivers,150.0,2.5,,
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Points,40,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Steals,1,,-190.0,,,,,,,BetRivers,-190.0,1.526315789473684,,
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Steals,2,,230.0,,,,,,,BetRivers,230.0,3.3,,
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Threes,1,,,,,,-4000.0,,,FanDuel,-4000.0,1.025,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Assists,14,,,,,,1700.0,,,FanDuel,1700.0,18.0,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Points,40,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Rebounds,10,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Rebounds,8,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Steals,4,,,,,1200.0,,,,ESPNBET,1200.0,13.0,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Threes,1,,,,,,,,-800.0,HardRockBet,-800.0,1.125,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Threes,2,,,,,,,,-160.0,HardRockBet,-160.0,1.625,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Threes,3,,,,,,,,180.0,HardRockBet,180.0,2.8,,
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Threes,5,,,,,,,,1200.0,HardRockBet,1200.0,13.0,,
Indiana Pacers @ Phoenix Suns,Ben Sheppard,Points,20,,,2500.0,,,,,,Bovada,2500.0,26.0,,
Indiana Pacers @ Phoenix Suns,Ben Sheppard,Points,25,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Indiana Pacers @ Phoenix Suns,Ben Sheppard,Rebounds,10,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Indiana Pacers @ Phoenix Suns,Ben Sheppard,Rebounds,8,,,,,1600.0,,,,ESPNBET,1600.0,17.0,,
Indiana Pacers @ Phoenix Suns,Devin Booker,Steals,3,,,,1120.0,,,,,DraftKings,1120.0,12.2,,
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Assists,6,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Points,40,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Rebounds,10,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Steals,4,,,,,1400.0,,,,ESPNBET,1400.0,15.0,,
Indiana Pacers @ Phoenix Suns,Grayson Allen,Blocks,1,,,,182.0,,,,,DraftKings,182.0,2.8200000000000003,,
Indiana Pacers @ Phoenix Suns,Grayson Allen,Blocks,2,,,,1140.0,,,,,DraftKings,1140.0,12.4,,
Indiana Pacers @ Phoenix Suns,Grayson Allen,Points,40,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Indiana Pacers @ Phoenix Suns,Grayson Allen,Rebounds,10,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Blocks,1,,,,,,-188.0,,,FanDuel,-188.0,1.5319148936170213,,
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Blocks,2,,,,,,250.0,,,FanDuel,250.0,3.5,,
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Points,30,,,5000.0,,,,,,Bovada,5000.0,51.0,,
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Rebounds,14,,,,,1600.0,,,,ESPNBET,1600.0,17.0,,
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Steals,1,,,,,,-158.0,,,FanDuel,-158.0,1.6329113924050633,,
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Steals,2,,,,,,290.0,,,FanDuel,290.0,3.9,,
Indiana Pacers @ Phoenix Suns,Jarace Walker,Blocks,1,,,,,,-136.0,,,FanDuel,-136.0,1.7352941176470589,,
Indiana Pacers @ Phoenix Suns,Jarace Walker,Blocks,2,,,,,,360.0,,,FanDuel,360.0,4.6,,
Indiana Pacers @ Phoenix Suns,Jarace Walker,Points,30,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Indiana Pacers @ Phoenix Suns,Jarace Walker,Threes,6,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Assists,5,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Blocks,1,,-115.0,,,,,,,BetRivers,-115.0,1.8695652173913042,,
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Double-Double,Yes,,,,,,,,7500.0,HardRockBet,7500.0,76.0,,
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Points,20,,,2500.0,,,,,,Bovada,2500.0,26.0,,
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Points,25,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Rebounds,10,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Steals,1,,128.0,,,,,,,BetRivers,128.0,2.2800000000000002,,
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Points,50,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Steals,4,,,,,1400.0,,,,ESPNBET,1400.0,15.0,,
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Threes,6,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Threes,7,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Assists,10,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Points,30,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Steals,1,,-278.0,,,,,,,BetRivers,-278.0,1.3597122302158273,,
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Steals,2,,145.0,,,,,,,BetRivers,145.0,2.45,,
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Blocks,1,,,,,,-174.0,,,FanDuel,-174.0,1.5747126436781609,,
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Blocks,2,,,,,,280.0,,,FanDuel,280.0,3.8,,
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Points,25,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Steals,1,,,,,,-210.0,,,FanDuel,-210.0,1.4761904761904763,,
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Steals,2,,,,,,230.0,,,FanDuel,230.0,3.3,,
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Steals,3,,,,,,750.0,,,FanDuel,750.0,8.5,,
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Points,30,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Assists,10,,,2500.0,,,,,,Bovada,2500.0,26.0,,
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Blocks,1,,106.0,,,,,,,BetRivers,106.0,2.06,,
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Points,45,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Steals,3,,,,1120.0,,,,,DraftKings,1120.0,12.2,,
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Threes,6,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Threes,7,,,5000.0,,,,,,Bovada,5000.0,51.0,,
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Assists,12,,,,,,1700.0,,,FanDuel,1700.0,18.0,,
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Points,35,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Points,40,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Rebounds,10,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Rebounds,7,,,1100.0,,,,,,Bovada,1100.0,12.0,,
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Steals,3,,,,740.0,,,,,DraftKings,740.0,8.4,,
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Points,40,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Rebounds,12,,,,,,,,3000.0,HardRockBet,3000.0,31.0,,
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Steals,1,,-210.0,,,,,,,BetRivers,-210.0,1.4761904761904763,,
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Steals,2,,205.0,,,,,,,BetRivers,205.0,3.05,,
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Assists,10,,,2800.0,,,,,,Bovada,2800.0,29.0,,
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Points,45,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Threes,6,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Points,40,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Steals,4,,,,1240.0,,,,,DraftKings,1240.0,13.4,,
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Assists,6,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Assists,7,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Blocks,3,,,,910.0,,,,,DraftKings,910.0,10.1,,
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Points,25,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Points,30,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Rebounds,16,,,,,,1400.0,,,FanDuel,1400.0,15.0,,
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Steals,2,,,,358.0,,,,,DraftKings,358.0,4.58,,
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Points,35,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Points,40,,,5000.0,,,,,,Bovada,5000.0,51.0,,
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Rebounds,16,,,,,,1700.0,,,FanDuel,1700.0,18.0,,
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Steals,1,,-265.0,,,,,,,BetRivers,-265.0,1.3773584905660377,,
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Steals,2,,170.0,,,,,,,BetRivers,170.0,2.7,,
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Points,30,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Rebounds,10,,,2300.0,,,,,,Bovada,2300.0,24.0,,
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Threes,6,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Assists,10,,,2800.0,,,,,,Bovada,2800.0,29.0,,
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Points,45,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Rebounds,12,,,,,,,,3000.0,HardRockBet,3000.0,31.0,,
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Steals,3,,,,990.0,,,,,DraftKings,990.0,10.9,,
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Assists,7,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Points,30,,,4000.0,,,,,,Bovada,4000.0,41.0,,
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Rebounds,7,,,,,,,,2000.0,HardRockBet,2000.0,21.0,,
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Steals,1,,-141.0,,,,,,,BetRivers,-141.0,1.7092198581560285,,
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Steals,2,,295.0,,,,,,,BetRivers,295.0,3.95,,
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Points,25,,,3000.0,,,,,,Bovada,3000.0,31.0,,
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Points,30,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Threes,5,,,2500.0,,,,,,Bovada,2500.0,26.0,,
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Threes,6,,,4500.0,,,,,,Bovada,4500.0,46.0,,
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Assists,12,,,,,,,,3000.0,HardRockBet,3000.0,31.0,,
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Blocks,4,,,,1140.0,,,,,DraftKings,1140.0,12.4,,
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Points,40,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Points,45,,,5000.0,,,,,,Bovada,5000.0,51.0,,
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Rebounds,14,,,,,,1500.0,,,FanDuel,1500.0,16.0,,
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Threes,6,,,3500.0,,,,,,Bovada,3500.0,36.0,,
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Threes,7,,,5000.0,,,,,,Bovada,5000.0,51.0,,
